Title,Writer,Director,Actor,Actor.Rating,Director.Rating,year,length,budget,rating,votes,r1,r2,r3,r4,r5,r6,r7,r8,r9,r10,mpaa,Action,Animation,Comedy,Drama,Documentary,Romance
Kids,Harmony Korine,Larry Clark,Leo Fitzpatrick,3,3,1990s,91,1500000,6.6,9099,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0
The Kids Are Alright,Jeff Stein,Jeff Stein,Roger Daltrey,3,3,1970s,101,2000000,7.6,753,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,44.5,,0,0,0,0,1,0
Kill Bill: Vol. 1,Quentin Tarantino,Quentin Tarantino,Uma Thurman,1,1,2000s,111,55000000,8.3,65026,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,1,0,0,1,0,0
Kill Bill: Vol. 2,Quentin Tarantino,Quentin Tarantino,Vivica Fox,3,1,2000s,136,30000000,8.3,44189,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,R,1,0,0,1,0,0
Kill Me Again,John Dahl,John Dahl,Pat Mulligan,3,3,1980s,94,4000000,6.2,643,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,0,1,0,0
Killer Klowns from Outer Space,Charles Chiodo,Stephen Chiodo,Grant Cramer,3,3,1980s,88,2000000,5.3,2702,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0
Killer's Kiss,Stanley Kubrick,Stanley Kubrick,Frank Silvera,3,3,1950s,67,75000,6.6,1871,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,0,0,0,1,0,0
Killing Me Softly,Sean French,Kaige Chen,Heather Graham,2,3,2000s,104,25000000,5.4,1771,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,R,0,0,0,1,0,0
Killing Zoe, , ,,3,3,1990s,99,1500000,6.2,4834,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,0,0,0,0,0,0
The Killing,Stanley Kubrick,Stanley Kubrick,Sterling Hayden,1,3,1950s,85,320000,8.1,6980,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0
King Arthur,David Franzoni,Antoine Fuqua,Clive Owen,1,2,2000s,140,90000000,6,14272,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,R,1,0,0,1,0,0
King Kong,Merian Cooper,Merian Cooper,Fay Wray,3,3,1930s,100,670000,7.9,10301,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,0,0,0
King Kong,Merian Cooper,John Guillermin,Jeff Bridges,1,3,1970s,134,24000000,5.3,3181,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,1
King Solomon's Mines,H. Haggard, Lee,Richard Chamberlain,1,3,1980s,100,12500000,4.4,1662,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,,1,0,1,0,0,0
The King of Comedy, , ,,3,3,1980s,109,20000000,7.5,6189,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,0
King of the Hill,A.E. Hotchner,Steven Soderbergh,Jesse Bradford,3,1,1990s,109,8000000,7.4,1233,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0
Kingdom of Heaven,William Monahan,Ridley Scott,Martin Hancock,3,1,2000s,145,130000000,7,6498,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,34.5,R,1,0,0,1,0,0
Kingpin,Barry Fanaro,Bobby Farrelly,Woody Harrelson,1,3,1990s,117,25000000,6.6,10643,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0
Kinsey,Bill Condon,Bill Condon,Liam Neeson,1,3,2000s,118,11000000,7.6,3225,4.5,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,14.5,R,0,0,0,1,0,0
Kiss Me  Stupid,Anna Bonacci,Billy Wilder,Dean Martin,3,1,1960s,125,3500000,7,712,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,1,0,0,0
Kiss of the Dragon,Luc Besson,Chris Nahon,Jet Li,1,3,2000s,98,25000000,6.2,7887,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0
Kiss the Girls,David Klass,Gary Fleder,Morgan Freeman,1,3,1990s,111,27000000,6.4,9041,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,4.5,R,0,0,0,1,0,0
Kissing Jessica Stein,Heather Juergensen,Charles Herman-Wurmfeld,Jennifer Westfeldt,3,3,2000s,97,1000000,7,4236,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,1,0,0,1
A Knight's Tale,Brian Helgeland,Brian Helgeland,Heath Ledger,1,3,2000s,132,41000000,6.5,15006,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,14.5,PG-13,1,0,1,0,0,0
Knock Off, de,Hark Tsui,Van,3,3,1990s,91,35000000,3.8,1947,24.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,R,1,0,0,0,0,0
Kontroll, , ,,3,3,2000s,107,500000,7.8,1174,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,34.5,R,0,0,0,0,0,0
Kundun,Melissa Mathison,Martin Scorsese,Thuthob,3,1,1990s,128,28000000,7.1,4306,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,PG-13,0,0,0,1,0,0
Kung Pow: Enter the Fist,Steve Oedekerk,Steve Oedekerk,Steve Oedekerk,3,3,2000s,82,10000000,5.1,5871,14.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,4.5,24.5,PG-13,1,0,1,0,0,0
L.A. Confidential,James Ellroy,Curtis Hanson,Kevin Spacey,1,3,1990s,138,35000000,8.4,69600,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0
Labyrinth,Jim Henson,Jim Henson,David Bowie,3,2,1980s,101,25000000,7,12661,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,24.5,,0,0,0,0,0,0
Lady and the Tramp,Don DaGradi,Clyde Geronimi,Peggy Lee,3,3,1950s,75,4000000,7.4,6952,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,1,1,1,0,1
The Lady from Shanghai,William Castle,Orson Welles,Rita Hayworth,1,1,1940s,79,2000000,7.6,2377,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,,0,0,0,1,0,0
Lady in White,Frank LaLoggia,Frank LaLoggia,Lukas Haas,3,3,1980s,112,4700000,6.7,656,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0
Ladyhawke,Edward Khmara,Richard Donner,Matthew Broderick,1,1,1980s,121,20000000,6.8,7090,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,1
The Ladykillers,Ethan Coen,Ethan Coen,Tom Hanks,1,3,2000s,104,35000000,6.4,10580,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,0,0,0
The Lair of the White Worm,Ken Russell,Ken Russell,Amanda Donohoe,3,2,1980s,93,2500000,5.4,1716,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0
Lake Placid,David Kelley,Steve Miner,Bill Pullman,2,3,1990s,82,27000000,5.2,7836,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,1,0,0,0
The Land Before Time,Judy Freudberg,Don Bluth,Pat Hingle,3,2,1980s,70,12300000,6.4,3630,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,1,0,1,0,0
Lara Croft Tomb Raider: The Cradle of Life, de, de,Angelina Jolie,1,3,2000s,117,90000000,5.2,9103,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0
Lara Croft: Tomb Raider,Michael Colleary,Simon West,Angelina Jolie,1,3,2000s,100,80000000,5.2,21861,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0
Lashou shentan, , ,,3,3,1990s,131,4500000,7.9,6568,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,34.5,R,1,0,0,1,0,0
Last Action Hero,David Arnott,John McTiernan,Arnold Schwarzenegger,1,1,1990s,130,60000000,5.4,15266,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,1,0,1,0,0,0
The Last Broadcast,Stefan Avalos,Stefan Avalos,David Beard,3,3,1990s,86,0,5.7,967,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0
The Last Castle,David Scarpa,Rod Lurie,Robert Redford,1,3,2000s,131,60000000,6.4,7233,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0
The Last Dragon,Louis Venosta,Michael Schultz,Taimak,3,3,1980s,109,10000000,5.6,1343,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,24.5,,1,0,0,1,0,0
The Last Emperor,Bernardo Bertolucci,Bernardo Bertolucci,John Lone,2,1,1980s,219,25000000,7.7,9507,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,0
The Last House on the Left,Wes Craven,Wes Craven,Sandra Peabody,3,1,1970s,85,87000,5.5,2522,14.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,0,0,0,0
Last Man Standing,Walter Hill,Walter Hill,Bruce Willis,1,1,1990s,101,67000000,5.7,6751,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,1,0,0,1,0,0
Last Orders,Fred Schepisi,Fred Schepisi,Michael Caine,1,3,2000s,109,12000000,7.1,1583,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0
The Last Picture Show,Peter Bogdanovich,Peter Bogdanovich,Timothy Bottoms,3,1,1970s,118,1300000,8,5340,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0
The Last Samurai,Marshall Herskovitz,Edward Zwick,Ken Watanabe,2,1,2000s,154,100000000,7.9,31668,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,1,0,0,1,0,0
The Last Seduction,Steve Barancik,John Dahl,Linda Fiorentino,2,3,1990s,110,2500000,7.2,4157,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0
The Last Starfighter,Jonathan Betuel,Nick Castle,Kay Kuter,3,3,1980s,101,15000000,6.2,4890,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,1,0,0,0
The Last Temptation of Christ,Nikos Kazantzakis,Martin Scorsese,Willem Dafoe,1,1,1980s,164,7000000,7.5,8074,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,0
The Last of the Mohicans,John Balderston,Michael Mann,Daniel Day-Lewis,1,1,1990s,117,40000000,7.5,15293,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,0,1,0,1
Latter Days,C. Cox,C. Cox,Steve Sandvoss,3,3,2000s,107,850000,7.3,1396,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,34.5,R,0,0,1,1,0,1
Lawn Dogs,Naomi Wallace,John Duigan,Mischa Barton,3,3,1990s,101,8000000,7.5,1856,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0
The Lawnmower Man,Gimel Everett,Brett Leonard,Jeff Fahey,3,3,1990s,140,10000000,5,5799,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,1,0,0,0,0,0
Lawrence of Arabia,Robert Bolt,David Lean,Peter O'Toole,1,1,1960s,227,15000000,8.6,31230,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,,0,0,0,1,0,0
Laws of Attraction, Brosh,Peter Howitt,Pierce Brosnan,1,3,2000s,90,28000000,5.7,2349,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1
The League of Extraordinary Gentlemen,Alan Moore,Stephen Norrington,Sean Connery,1,3,2000s,110,78000000,5.4,15647,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,1,0,0,0,0,0
A League of Their Own,Kelly Candaele,Penny Marshall,Tom Hanks,1,2,1990s,128,40000000,6.9,14318,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,0
Leaving Las Vegas,Mike Figgis,Mike Figgis,Nicolas Cage,1,3,1990s,111,4000000,7.5,18027,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,1
Legal Eagles,Jim Cash,Ivan Reitman,Robert Redford,1,2,1980s,116,35000000,5.6,2132,4.5,4.5,4.5,4.5,24.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,1
Legally Blonde,Amanda Brown,Robert Luketic,Reese Witherspoon,1,3,2000s,96,18000000,6.4,17572,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0
Legally Blonde 2: Red  White & Blonde,Eve Ahlert,Charles Herman-Wurmfeld,Reese Witherspoon,1,3,2000s,95,45000000,4.4,6293,14.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,0
Legend,William Hjortsberg,Ridley Scott,Tom Cruise,1,1,1980s,89,25000000,6.1,7744,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,0,0,0,1
The Legend of Bagger Vance,Jeremy Leven,Robert Redford,Will Smith,1,1,2000s,126,60000000,6.4,7123,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,1,0,1
Legends of the Fall,Jim Harrison,Edward Zwick,Brad Pitt,1,1,1990s,133,30000000,6.7,13327,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,,0,0,0,1,0,1
La Leggenda del pianista sull'oceano, , ,,3,3,1990s,120,9000000,7.6,3599,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0
Legionnaire,Sheldon Lettich,Peter MacDonald,Van,3,3,1990s,98,35000000,4.5,1773,14.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,R,1,0,0,0,0,0
Lemony Snicket's A Series of Unfortunate Events,Robert Gordon,Brad Silberling,Jim Carrey,1,3,2000s,108,125000000,6.7,8402,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,0,1,0,0,0
Leprechaun,Mark Jones,Mark Jones,Warwick Davis,3,3,1990s,92,900000,3.6,2288,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,14.5,,0,0,1,0,0,0
Leprechaun 2,Mark Jones,Rodman Flender,Warwick Davis,3,3,1990s,86,2000000,3.6,648,14.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0
Lethal Weapon,Shane Black,Richard Donner,Mel Gibson,1,1,1980s,117,15000000,7.5,20041,4.5,4.5,4.5,4.5,4.5,14.5,24.5,34.5,14.5,4.5,,1,0,1,0,0,0
Lethal Weapon 4,Shane Black,Richard Donner,Mel Gibson,1,1,1990s,127,140000000,6.3,17758,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,R,1,0,1,0,0,0
Levity,Ed Solomon,Ed Solomon,Billy Thornton,3,3,2000s,100,7500000,6.4,1459,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,0,0,0,1,0,0
Liar Liar,Paul Guay,Tom Shadyac,Jim Carrey,1,3,1990s,86,45000000,6.5,22969,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,PG-13,0,0,1,0,0,0
Liberty Stands Still,Kari Skogland,Kari Skogland,Tanya Allen,3,3,2000s,92,11000000,5.6,1560,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,4.5,R,0,0,0,1,0,0
Licence to Kill,Ian Fleming,John Glen,Timothy Dalton,2,3,1980s,133,40000000,6.2,8523,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0
License to Drive,Neil Tolkin,Greg Beeman,Corey Haim,3,3,1980s,88,8000000,5.3,2163,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,0,1,0,0,0
Life, , ,,3,3,1990s,108,75000000,5.8,4857,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,0
The Life Aquatic with Steve Zissou,Wes Anderson,Wes Anderson,Bill Murray,1,1,2000s,118,25000000,7.3,9170,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0
A Life Less Ordinary,John Hodge,Danny Boyle,Holly Hunter,1,1,1990s,103,12000000,6.4,8209,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,R,0,0,1,1,0,1
Life as a House,Mark Andrus,Irwin Winkler,Kevin Kline,2,3,2000s,127,18000000,7.5,7696,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,R,0,0,1,1,0,0
Life of Brian,Graham Chapman,Terry Jones,Graham Chapman,3,3,1970s,94,4000000,8.1,33325,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,1,0,0,0
The Life of David Gale,Charles Randolph,Alan Parker,Kate Winslet,1,1,2000s,130,50000000,7.1,10580,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,R,0,0,0,1,0,0
Lifeforce,Michael Armstrong,Tobe Hooper,Steve Railsback,3,1,1980s,101,25000000,5.6,2071,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,,0,0,0,0,0,0
Light It Up,Craig Bolotin,Craig Bolotin,Usher Raymond,3,3,1990s,99,13000000,5.7,856,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0
Light Sleeper,Paul Schrader,Paul Schrader,Willem Dafoe,1,3,1990s,103,5000000,6.8,742,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,,0,0,0,1,0,0
Like Mike,Michael Elliot,John Schultz,Shad Moss,3,3,2000s,99,30000000,4.9,1484,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG,0,0,1,0,0,0
Lilies of the Field,William Barrett,Ralph Nelson,Sidney Poitier,1,3,1960s,94,240000,7.6,1391,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,0,1,1,0,0
Lilo & Stitch,Dean DeBlois,Dean DeBlois,Daveigh Chase,3,3,2000s,86,80000000,7.3,10944,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,PG,0,1,1,1,0,0
Limbo,John Sayles,John Sayles,Mary Mastrantonio,3,1,1990s,126,8300000,7.1,2063,4.5,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,14.5,R,0,0,0,1,0,0
The Limey,Lem Dobbs,Steven Soderbergh,Terence Stamp,1,1,1990s,89,9000000,7.2,7732,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,0,1,0,0
The Lion King,J.T. Allen,Roger Allers,Matthew Broderick,1,3,1990s,89,79300000,7.8,32924,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,24.5,,0,1,1,0,0,0
Lionheart,Sheldon Lettich,Sheldon Lettich,Van,3,3,1990s,105,2500000,5.1,2123,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,14.5,,1,0,0,0,0,0
The List of Adrian Messenger,Alec Coppel,John Huston,Tony Curtis,1,1,1960s,98,3000000,7,642,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,0
Little Black Book,Elisa Bell,Nick Hurran,Brittany Murphy,2,3,2000s,111,35000000,4.7,1894,24.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,1,0,1
Little Nicky,Steven Brill,Steven Brill,Adam Sandler,1,3,2000s,90,80000000,4.9,9485,14.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1
Little Odessa,James Gray,James Gray,Tim Roth,1,3,1990s,98,2300000,6.5,1222,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,14.5,,0,0,0,1,0,0
Little Shop of Horrors,Howard Ashman,Frank Oz,Levi Stubbs,3,1,1980s,94,30000000,6.4,8911,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,14.5,,0,0,1,0,0,0
The Little Shop of Horrors,Roger Corman,Roger Corman,Jonathan Haze,3,2,1960s,70,27000,6.2,1988,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,,0,0,1,0,0,0
Little Women,Louisa Alcott,George Cukor,Katharine Hepburn,1,1,1930s,117,424000,7.4,989,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,1,0,1
Live and Let Die,Ian Fleming,Guy Hamilton,Roger Moore,1,3,1970s,121,7000000,6.6,8022,4.5,4.5,4.5,4.5,4.5,24.5,34.5,14.5,4.5,4.5,,1,0,0,0,0,0
The Living Daylights,Ian Fleming,John Glen,Timothy Dalton,2,3,1980s,130,30000000,6.4,7495,4.5,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0
Living Out Loud,Richard LaGravenese,Richard LaGravenese,Holly Hunter,1,3,1990s,103,12000000,6.5,1774,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,R,0,0,1,1,0,1
The Lizzie McGuire Movie,Ed Decter,Jim Fall,Hilary Duff,3,3,2000s,94,17000000,5,2541,14.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,4.5,24.5,PG,0,0,1,0,0,0
Loaded Weapon 1,Don Holley,Gene Quintano,Emilio Estevez,3,3,1990s,84,13000000,5.4,6485,4.5,4.5,4.5,14.5,14.5,14.5,14.5,14.5,4.5,4.5,,1,0,1,0,0,0
Logan's Run,David Goodman,Michael Anderson,Michael York,3,3,1970s,120,9000000,6.5,5441,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,4.5,4.5,,1,0,0,0,0,0
Lolita,Stanley Kubrick,Stanley Kubrick,James Mason,1,3,1960s,152,2000000,7.6,9150,4.5,4.5,4.5,4.5,4.5,4.5,24.5,24.5,14.5,14.5,,0,0,1,1,0,1
Lolita,Vladimir Nabokov,Adrian Lyne,Jeremy Irons,1,3,1990s,137,58000000,6.8,5757,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,14.5,R,0,0,0,1,0,1
Lone Star,John Sayles,John Sayles,Stephen Mendillo,3,1,1990s,135,5000000,7.7,8518,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,R,0,0,0,1,0,0
Lone Wolf McQuade,H. Dyal,Steve Carver,Chuck Norris,3,3,1980s,105,5000000,5.4,721,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,1,0,0,1,0,0
The Long Kiss Goodnight,Shane Black,Renny Harlin,Geena Davis,1,3,1990s,120,65000000,6.5,12516,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,4.5,4.5,R,1,0,0,1,0,0
The Long Riders,Bill Bryden,Walter Hill,David Carradine,1,1,1980s,99,10000000,7,1190,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,14.5,,0,0,0,0,0,0
The Longest Day,Romain Gary,Ken Annakin,Eddie Albert,3,3,1960s,180,8000000,7.7,6517,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,14.5,14.5,,1,0,0,1,0,0
Look Who's Talking,Amy Heckerling,Amy Heckerling,John Travolta,1,3,1980s,93,7500000,5.5,10847,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,,0,0,1,0,0,1
Looney Tunes: Back in Action,Larry Doyle,Joe Dante,Brendan Fraser,2,2,2000s,91,80000000,6.1,2559,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,PG,1,1,1,0,0,0
The Lord of the Rings,Peter Beagle,Ralph Bakshi,Christopher Guard,3,2,1970s,132,8000000,5.8,5734,4.5,4.5,4.5,4.5,14.5,14.5,14.5,14.5,4.5,14.5,,0,1,0,0,0,0
The Lord of the Rings: The Fellowship of the Ring,Philippa Boyens,Peter Jackson,Alan Howard,3,1,2000s,208,93000000,8.8,157608,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,45.5,PG-13,1,0,0,0,0,0
The Lord of the Rings: The Return of the King,Philippa Boyens,Peter Jackson,Noel Appleby,3,1,2000s,251,94000000,9,103631,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,64.5,PG-13,1,0,0,0,0,0
The Lord of the Rings: The Two Towers,Philippa Boyens,Peter Jackson,Bruce Allpress,3,1,2000s,223,94000000,8.8,114797,4.5,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,44.5,PG-13,1,0,0,0,0,0
Loser,Amy Heckerling,Amy Heckerling,Jason Biggs,3,3,2000s,92,20000000,5.1,5152,4.5,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,PG-13,0,0,1,0,0,1
Losin' It,Bryan Gindoff,Curtis Hanson,Tom Cruise,1,3,1980s,100,7000000,4.5,645,4.5,4.5,14.5,14.5,24.5,14.5,4.5,4.5,4.5,4.5,,0,0,1,0,0,0
Losing Isaiah,Naomi Foner,Stephen Gyllenhaal,Jessica Lange,1,3,1990s,111,17000000,6.1,794,4.5,4.5,4.5,4.5,14.5,24.5,24.5,14.5,4.5,4.5,R,0,0,0,1,0,0
The Loss of Sexual Innocence,Mike Figgis,Mike Figgis,Julian Sands,3,3,1990s,106,4000000,5.3,977,14.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,4.5,14.5,R,0,0,0,1,0,0
Lost Highway,Barry Gifford,David Lynch,Bill Pullman,2,1,1990s,135,15000000,7.3,15936,4.5,4.5,4.5,4.5,4.5,4.5,14.5,14.5,14.5,24.5,R,0,0,0,1,0,0
Lost Horizon,Sidney Buchman,Frank Capra,Ronald Colman,1,1,1930s,118,2000000,7.7,2103,4.5,4.5,4.5,4.5,4.5,4.5,14.5,24.5,24.5,24.5,,0,0,0,1,0,0
